Region,SalesRep,Month,CustomerRating,ComputerSales,AirConditionerSales,FridgeSales,TelevisionSales,Profit,CustomerSegment,SalesTargetAchieved,ComputerProfit,AirConditionerProfit,FridgeProfit,TelevisionProfit,ComputerDiscount%,AirConditionerDiscount%,FridgeDiscount%,TelevisionDiscount%
North,Bob,Mar,2,113,101,35,2,166.3,Residential,Yes,33.9,40.4,17.5,0.5,8,9,12,4
North,Bob,Jan,3,138,56,40,101,28.05,Residential,Yes,41.4,22.4,20,25.25,6,22,11,8
North,Diana,Mar,3,65,142,37,57,117.05,Residential,Yes,19.5,56.8,18.5,14.25,26,14,0,13
North,Bob,Jan,4,127,78,69,57,210.05,Residential,No,38.1,31.2,34.5,14.25,23,21,14,13
West,Charlie,Mar,4,141,45,85,34,78.3,Residential,Yes,42.3,18,42.5,8.5,15,11,0,8
South,Charlie,Jan,3,39,81,12,87,-5.15,Residential,No,11.7,32.4,6,21.75,25,10,2,6
North,Bob,Mar,AK-AK,21,135,93,58,56.3,Residential,No,6.3,54,46.5,14.5,2,16,14,13
North,Eve,Feb,1,44,118,17,52,25.9,Residential,No,13.2,47.2,8.5,13,16,17,8,3
West,Diana,Mar,2,86,56,13,109,110.95,Corporate,Yes,25.8,22.4,6.5,27.25,22,13,13,10
West,Charlie,Mar,5,189,91,92,29,73.35,Residential,No,56.7,36.4,46,7.25,7,16,7,1
East,Eve,Jan,2,168,113,26,35,170.35,Commercial,No,50.4,45.2,13,8.75,1,14,3,1
North,Bob,Jan,,111,999999,79,75,400013.15,Commercial,No,33.3,399999.6,39.5,18.75,24,11,19,3
East,Eve,Mar,3,96,73,98,48,182,Commercial,Yes,28.8,29.2,49,12,19,15,19,0
West,Alice,Feb,4,61,124,6,33,69.15,Residential,Yes,18.3,49.6,3,8.25,25,22,5,13
West,Charlie,Feb,3,89,71,15,115,124.35,Residential,Yes,26.7,28.4,7.5,28.75,26,5,0,3
South,Bob,Jan,3,144,65,75,75,187.45,Residential,Yes,43.2,26,37.5,18.75,24,1,17,11
North,Diana,Feb,2,31,75,59,73,89.05,Residential,Yes,9.3,30,29.5,18.25,28,1,5,13
East,Bob,Mar,4,84,34,39,78,14.8,Residential,Yes,25.2,13.6,19.5,19.5,2,15,13,10
West,Diana,Jan,3,193,100,50,9,187.15,Commercial,No,57.9,40,25,2.25,7,1,10,5
West,Bob,Mar,,67,60,73,103,99.35,Commercial,Yes,20.1,24,36.5,25.75,26,7,16,5
East,Eve,Jan,2,102,57,3,48,18.9,Commercial,Yes,30.6,22.8,1.5,12,1,6,8,6
South,Eve,Jan,1,112,11,62,67,22.75,Residential,No,33.6,4.4,31,16.75,29,0,6,4
West,Eve,Jan,2,149,101,14,93,201.35,Residential,Yes,44.7,40.4,7,23.25,18,3,13,8
North,Alice,Jan,4,16,117,23,83,25.85,Corporate,No,4.8,46.8,11.5,20.75,16,10,16,1
West,Diana,Feb,5,137,129,13,36,110.2,Residential,Yes,41.1,51.6,6.5,9,4,19,7,1
North,Eve,Mar,2,64,136,46,96,133.6,Commercial,Yes,19.2,54.4,23,24,19,6,15,3
East,Alice,Mar,4,115,125,60,71,35.25,Commercial,Yes,34.5,50,30,17.75,28,17,11,14
North,Diana,Mar,2,71,42,46,119,-5.15,Residential,No,21.3,16.8,23,29.75,16,3,11,3
East,Bob,Jan,4,99,126,80,92,110.1,Residential,Yes,29.7,50.4,40,23,9,16,4,3
North,Alice,Feb,5,107,30,36,44,95.1,Residential,No,32.1,12,18,11,8,10,4,0
East,Charlie,Mar,2,86,133,27,82,185,Residential,Yes,25.8,53.2,13.5,20.5,21,10,13,3
North,Alice,Feb,AK-AK,,8,6,60,,Residential,Yes,,3.2,3,15,5,19,5,11
South,Alice,Jan,,128,43,66,63,156.35,Residential,No,38.4,17.2,33,15.75,29,10,6,4
North,Diana,Mar,5,45,58,92,5,-6.05,Residential,Yes,13.5,23.2,46,1.25,10,14,16,8
North,Bob,Feb,3,98,37,18,87,130.95,Commercial,No,29.4,14.8,9,21.75,1,13,8,2
South,Charlie,Jan,3,161,24,12,119,154.65,Corporate,Yes,48.3,9.6,6,29.75,29,16,12,14
West,Eve,Feb,2,181,20,68,86,158.8,Residential,Yes,54.3,8,34,21.5,22,1,8,2
West,Eve,Mar,3,154,131,37,90,158.6,Corporate,No,46.2,52.4,18.5,22.5,11,17,15,13
North,Alice,Mar,5,139,91,85,106,198.1,Corporate,No,41.7,36.4,42.5,26.5,11,15,3,4
South,Diana,Jan,4,150,86,8,76,188.4,Corporate,Yes,45,34.4,4,19,15,11,1,9
North,Diana,Jan,2,168,66,21,40,163.3,Corporate,No,50.4,26.4,10.5,10,24,9,12,5
East,Eve,Jan,2,102,999999,61,19,399990.45,Residential,Yes,30.6,399999.6,30.5,4.75,21,15,12,2
East,Charlie,Feb,2,123,46,55,47,164.55,Residential,No,36.9,18.4,27.5,11.75,26,2,18,0
North,Bob,Feb,1,37,16,10,65,-26.25,Commercial,No,11.1,6.4,5,16.25,23,7,11,9
West,Charlie,Feb,1,197,69,80,67,209.45,Commercial,Yes,59.1,27.6,40,16.75,11,21,3,7
West,Bob,Jan,3,164,77,12,91,196.75,Corporate,Yes,49.2,30.8,6,22.75,20,21,9,11
North,Eve,Mar,1,152,135,69,18,181.6,Corporate,Yes,45.6,54,34.5,4.5,17,24,15,0
North,Bob,Mar,1,42,119,40,50,113.7,Commercial,Yes,12.6,47.6,20,12.5,12,23,18,1
East,Diana,Feb,3,29,141,31,30,46.1,Residential,Yes,8.7,56.4,15.5,7.5,14,1,7,2
West,Alice,Feb,1,179,110,17,66,117.7,Residential,No,53.7,44,8.5,16.5,15,21,5,5
North,Alice,Mar,1,149,20,89,5,3.45,Residential,No,44.7,8,44.5,1.25,3,0,3,3
East,Eve,Mar,2,110,82,25,93,98.55,Commercial,Yes,33,32.8,12.5,23.25,11,13,6,3
West,Diana,Feb,2,32,129,84,97,82.45,Commercial,Yes,9.6,51.6,42,24.25,16,24,13,14
South,Charlie,Feb,3,121,135,48,42,159.8,Corporate,Yes,36.3,54,24,10.5,0,3,12,8
East,Diana,Mar,1,23,145,85,84,121.4,Commercial,No,6.9,58,42.5,21,21,3,4,5
West,Alice,Jan,4,100,134,30,94,48.1,Corporate,Yes,30,53.6,15,23.5,17,8,8,11
West,Alice,Feb,AK-AK,162,116,28,106,233.5,Commercial,Yes,48.6,46.4,14,26.5,21,2,2,1
East,Diana,Mar,4,86,131,12,5,139.45,Corporate,Yes,25.8,52.4,6,1.25,15,4,9,6
South,Diana,Mar,3,94,25,49,50,94.2,Residential,Yes,28.2,10,24.5,12.5,0,0,14,14
East,Alice,Mar,5,118,93,6,85,169.85,Corporate,Yes,35.4,37.2,3,21.25,26,21,19,12
West,Charlie,Mar,4,40,51,57,58,143.4,Commercial,Yes,12,20.4,28.5,14.5,9,18,16,2
North,Eve,Jan,1,131,89,68,79,52.65,Residential,Yes,39.3,35.6,34,19.75,18,0,5,8
North,Eve,Mar,2,116,132,69,84,128.1,Residential,Yes,34.8,52.8,34.5,21,15,9,2,5
East,Diana,Feb,5,63,76,9,8,100.8,Corporate,Yes,18.9,30.4,4.5,2,13,21,17,7
West,Eve,Jan,2,142,46,57,113,28.75,Residential,Yes,42.6,18.4,28.5,28.25,24,11,4,12
North,Alice,Mar,1,150,13,82,31,84.95,Residential,Yes,45,5.2,41,7.75,1,9,12,12
West,Alice,Jan,4,165,29,33,12,158.6,Residential,No,49.5,11.6,16.5,3,23,1,0,0
East,Diana,Feb,5,52,6,76,21,69.25,Commercial,No,15.6,2.4,38,5.25,5,15,16,1
North,Diana,Mar,1,98,23,21,94,138.6,Corporate,Yes,29.4,9.2,10.5,23.5,27,7,2,5
West,Diana,Feb,3,124,24,30,62,65.3,Residential,Yes,37.2,9.6,15,15.5,21,13,18,2
North,Charlie,Mar,1,108,74,83,91,35.25,Residential,No,32.4,29.6,41.5,22.75,22,14,19,0
East,Eve,Mar,4,,999999,30,108,,Corporate,Yes,,399999.6,15,27,4,15,11,5
West,Diana,Mar,2,80,128,21,90,84.2,Commercial,Yes,24,51.2,10.5,22.5,11,10,7,4
North,Bob,Mar,2,175,93,89,33,95.45,Corporate,Yes,52.5,37.2,44.5,8.25,26,11,7,12
East,Bob,Mar,5,76,98,22,26,135.5,Residential,No,22.8,39.2,11,6.5,3,1,14,8
North,Alice,Jan,3,71,88,15,90,87.5,Residential,No,21.3,35.2,7.5,22.5,21,3,10,5
North,Eve,Mar,4,118,135,79,100,221.9,Residential,Yes,35.4,54,39.5,25,23,2,19,4
South,Diana,Mar,3,176,91,45,40,157.7,Commercial,Yes,52.8,36.4,22.5,10,3,8,0,0
South,Bob,Jan,2,46,55,13,65,148.55,Residential,No,13.8,22,6.5,16.25,4,17,15,14
East,Eve,Jan,4,128,86,50,59,176.55,Residential,No,38.4,34.4,25,14.75,6,18,13,0
South,Alice,Jan,1,95,12,17,15,86.55,Residential,No,28.5,4.8,8.5,3.75,5,6,6,10
East,Charlie,Jan,AK-AK,135,125,19,114,128.5,Residential,Yes,40.5,50,9.5,28.5,12,3,5,0
South,Eve,Jan,2,145,8,56,1,46.95,Corporate,Yes,43.5,3.2,28,0.25,3,5,3,6
North,Eve,Jan,4,61,90,52,11,54.05,Residential,No,18.3,36,26,2.75,12,18,7,5
East,Charlie,Mar,,100,132,30,55,177.55,Commercial,Yes,30,52.8,15,13.75,3,0,18,13
East,Eve,Mar,,42,114,85,2,168.2,Corporate,Yes,12.6,45.6,42.5,0.5,9,15,2,4
North,Alice,Feb,3,90,103,6,65,40.45,Residential,Yes,27,41.2,3,16.25,19,10,3,3
East,Alice,Mar,2,51,41,24,95,-30.55,Commercial,No,15.3,16.4,12,23.75,0,21,12,10
East,Charlie,Mar,3,121,75,88,44,203.3,Corporate,No,36.3,30,44,11,20,3,1,13
South,Diana,Jan,5,135,37,41,16,89.8,Corporate,Yes,40.5,14.8,20.5,4,7,17,10,12
East,Bob,Jan,2,164,35,36,118,170.7,Residential,No,49.2,14,18,29.5,6,22,15,12
West,Diana,Mar,,145,129,99,22,145.1,Residential,Yes,43.5,51.6,49.5,5.5,4,4,9,10
North,Eve,Feb,2,160,16,46,106,73.9,Residential,No,48,6.4,23,26.5,2,21,14,7
South,Bob,Jan,,115,15,44,18,-15,Commercial,Yes,34.5,6,22,4.5,14,5,9,10
South,Charlie,Mar,5,134,92,42,47,42.75,Commercial,Yes,40.2,36.8,21,11.75,26,24,1,7
West,Charlie,Mar,5,122,76,99,81,85.75,Commercial,Yes,36.6,30.4,49.5,20.25,16,1,5,4
North,Bob,Feb,2,73,36,14,30,124.8,Residential,Yes,21.9,14.4,7,7.5,28,11,13,14
North,Alice,Feb,1,132,61,4,10,13.5,Residential,Yes,39.6,24.4,2,2.5,22,21,1,3
South,Bob,Jan,2,123,90,30,99,195.65,Commercial,Yes,36.9,36,15,24.75,12,8,9,14
East,Eve,Feb,2,29,23,76,58,154.4,Residential,No,8.7,9.2,38,14.5,14,19,16,1
South,Alice,Mar,1,25,120,88,62,97,Commercial,Yes,7.5,48,44,15.5,26,11,7,6
North,Charlie,Mar,3,154,999999,83,85,400058.55,Residential,Yes,46.2,399999.6,41.5,21.25,18,12,15,4
West,Bob,Feb,3,28,37,92,80,42.2,Residential,Yes,8.4,14.8,46,20,19,21,13,2
South,Diana,Feb,4,129,14,69,6,69.3,Residential,Yes,38.7,5.6,34.5,1.5,13,22,9,8
North,Diana,Feb,4,145,84,73,67,110.35,Residential,Yes,43.5,33.6,36.5,16.75,20,16,12,8
South,Eve,Feb,1,175,68,74,41,143.95,Residential,No,52.5,27.2,37,10.25,12,4,0,10
East,Diana,Jan,AK-AK,47,72,86,43,151.65,Residential,Yes,14.1,28.8,43,10.75,11,19,9,14
South,Bob,Feb,1,190,96,78,85,73.65,Residential,No,57,38.4,39,21.25,23,12,11,10
South,Bob,Jan,3,102,129,83,77,68.95,Residential,No,30.6,51.6,41.5,19.25,28,12,16,9
North,Diana,Mar,3,114,84,94,18,194.3,Residential,Yes,34.2,33.6,47,4.5,22,9,13,13
North,Bob,Feb,5,109,63,12,58,124.4,Commercial,Yes,32.7,25.2,6,14.5,8,14,4,10
North,Eve,Jan,1,,101,88,118,,Residential,No,,40.4,44,29.5,26,14,18,7
South,Alice,Feb,3,168,23,59,60,10.1,Commercial,Yes,50.4,9.2,29.5,15,2,17,4,0
East,Eve,Mar,4,53,26,99,88,153.8,Commercial,Yes,15.9,10.4,49.5,22,29,17,14,11
West,Eve,Mar,2,197,13,88,27,185.05,Commercial,No,59.1,5.2,44,6.75,10,1,12,2
West,Bob,Mar,4,85,13,39,118,47.7,Corporate,Yes,25.5,5.2,19.5,29.5,9,22,16,1
North,Alice,Feb,,154,31,79,68,108.1,Residential,Yes,46.2,12.4,39.5,17,0,10,0,3
North,Bob,Feb,,88,21,93,22,98.8,Commercial,No,26.4,8.4,46.5,5.5,16,12,13,1
South,Charlie,Jan,1,82,49,66,24,89.2,Corporate,Yes,24.6,19.6,33,6,27,10,3,11
West,Bob,Mar,2,176,12,81,40,127.1,Corporate,Yes,52.8,4.8,40.5,10,25,3,8,10
North,Bob,Feb,2,179,129,88,109,261.55,Residential,No,53.7,51.6,44,27.25,12,14,16,7
East,Bob,Mar,2,185,127,96,74,207.8,Residential,No,55.5,50.8,48,18.5,13,21,2,0
East,Alice,Mar,2,149,37,42,66,166,Residential,Yes,44.7,14.8,21,16.5,0,22,12,3
North,Bob,Jan,2,105,5,62,40,15.5,Commercial,Yes,31.5,2,31,10,1,24,11,4
North,Alice,Jan,,98,10,50,6,-28.1,Commercial,No,29.4,4,25,1.5,1,10,15,13
West,Diana,Jan,,112,45,21,112,143.1,Residential,No,33.6,18,10.5,28,6,17,3,9
West,Charlie,Jan,1,155,9,74,18,8.6,Commercial,Yes,46.5,3.6,37,4.5,8,15,17,3
South,Alice,Mar,2,15,84,35,81,16.85,Commercial,Yes,4.5,33.6,17.5,20.25,23,9,2,7
West,Diana,Jan,3,131,22,46,102,46.6,Residential,Yes,39.3,8.8,23,25.5,3,11,16,1
East,Alice,Jan,2,180,86,94,109,174.65,Corporate,No,54,34.4,47,27.25,1,12,0,8
East,Alice,Jan,4,125,69,39,87,149.35,Commercial,No,37.5,27.6,19.5,21.75,18,8,18,1
North,Charlie,Jan,AK-AK,172,999999,91,110,400124.2,Residential,No,51.6,399999.6,45.5,27.5,25,20,3,1
West,Eve,Mar,5,191,140,38,30,41.8,Commercial,No,57.3,56,19,7.5,4,12,16,12
South,Eve,Jan,4,71,135,83,21,100.05,Residential,Yes,21.3,54,41.5,5.25,8,5,6,1
East,Alice,Mar,3,153,29,90,62,115,Commercial,Yes,45.9,11.6,45,15.5,23,5,1,11
East,Bob,Feb,4,145,73,23,10,158.7,Corporate,No,43.5,29.2,11.5,2.5,12,10,11,9
South,Diana,Mar,2,98,86,4,107,141.55,Corporate,No,29.4,34.4,2,26.75,11,18,4,7
South,Bob,Mar,3,105,121,33,13,21.65,Residential,Yes,31.5,48.4,16.5,3.25,29,10,15,2
East,Bob,Jan,3,135,99,99,76,106.6,Residential,Yes,40.5,39.6,49.5,19,18,9,7,9
East,Alice,Feb,1,99,37,32,9,151.75,Residential,No,29.7,14.8,16,2.25,8,22,7,10
South,Alice,Feb,2,95,115,78,68,142.5,Commercial,Yes,28.5,46,39,17,9,14,12,13
East,Alice,Feb,2,168,129,46,39,101.75,Residential,Yes,50.4,51.6,23,9.75,18,12,13,9
North,Alice,Feb,,147,20,14,24,18.1,Commercial,No,44.1,8,7,6,9,22,10,14
North,Eve,Mar,2,193,84,53,118,103.5,Residential,No,57.9,33.6,26.5,29.5,11,7,5,13
South,Alice,Feb,2,130,42,51,34,139.8,Residential,Yes,39,16.8,25.5,8.5,13,4,15,7
West,Eve,Mar,2,85,139,26,103,129.85,Residential,No,25.5,55.6,13,25.75,7,1,14,6
South,Eve,Mar,4,101,82,26,61,50.35,Corporate,Yes,30.3,32.8,13,15.25,15,15,15,9
South,Alice,Mar,1,79,67,62,41,63.75,Commercial,Yes,23.7,26.8,31,10.25,16,12,12,3
West,Charlie,Feb,,157,116,13,5,55.25,Residential,Yes,47.1,46.4,6.5,1.25,19,18,11,6
West,Diana,Jan,5,142,93,15,79,123.05,Residential,No,42.6,37.2,7.5,19.75,3,8,17,10
West,Bob,Jan,3,32,42,93,50,47.4,Commercial,No,9.6,16.8,46.5,12.5,5,14,17,7
North,Eve,Feb,4,,148,74,4,,Residential,No,,59.2,37,1,11,5,13,5
East,Diana,Jan,1,67,56,76,51,47.25,Commercial,No,20.1,22.4,38,12.75,27,7,1,5
North,Charlie,Jan,2,196,33,74,52,46,Corporate,Yes,58.8,13.2,37,13,17,23,1,2
East,Bob,Mar,4,191,148,66,39,84.25,Commercial,Yes,57.3,59.2,33,9.75,6,13,2,4
North,Bob,Mar,1,55,80,22,8,137.5,Commercial,Yes,16.5,32,11,2,4,4,7,9
East,Eve,Feb,AK-AK,31,149,74,113,96.15,Commercial,Yes,9.3,59.6,37,28.25,9,16,10,1
North,Alice,Feb,3,17,68,75,45,153.05,Corporate,No,5.1,27.2,37.5,11.25,5,21,11,11
West,Charlie,Jan,2,132,95,73,88,108.1,Corporate,No,39.6,38,36.5,22,26,6,3,4
South,Eve,Mar,,29,93,80,117,93.15,Commercial,No,8.7,37.2,40,29.25,13,8,8,4
North,Charlie,Feb,1,188,17,30,28,151.2,Residential,Yes,56.4,6.8,15,7,5,15,16,6
East,Alice,Feb,4,87,999999,4,119,400021.45,Residential,Yes,26.1,399999.6,2,29.75,29,17,15,3
West,Alice,Feb,3,48,9,45,107,35.25,Residential,Yes,14.4,3.6,22.5,26.75,13,12,16,13
North,Eve,Feb,4,46,16,10,27,114.95,Commercial,Yes,13.8,6.4,5,6.75,11,17,14,10
North,Alice,Feb,2,187,7,15,65,-9.35,Commercial,Yes,56.1,2.8,7.5,16.25,29,9,19,5
West,Diana,Feb,3,171,37,87,34,215.1,Residential,Yes,51.3,14.8,43.5,8.5,26,0,6,8
North,Bob,Jan,5,84,125,94,81,197.45,Residential,Yes,25.2,50,47,20.25,21,20,9,3
South,Eve,Mar,3,127,54,37,101,175.45,Residential,Yes,38.1,21.6,18.5,25.25,25,17,3,10
North,Charlie,Mar,2,113,141,25,62,43.3,Corporate,Yes,33.9,56.4,12.5,15.5,11,18,13,13
South,Diana,Feb,3,170,33,48,62,30.7,Commercial,Yes,51,13.2,24,15.5,7,1,13,5
South,Eve,Mar,4,40,43,17,38,-13.8,Commercial,Yes,12,17.2,8.5,9.5,9,3,13,12
West,Alice,Mar,3,132,95,4,26,128.1,Residential,Yes,39.6,38,2,6.5,15,10,13,11
North,Alice,Mar,,63,104,63,24,131,Commercial,Yes,18.9,41.6,31.5,6,19,2,19,8
West,Alice,Feb,2,181,21,78,39,37.45,Residential,Yes,54.3,8.4,39,9.75,25,8,17,9
North,Alice,Feb,3,43,60,66,21,12.15,Commercial,Yes,12.9,24,33,5.25,7,9,14,11
North,Charlie,Mar,4,131,50,54,94,204.8,Residential,Yes,39.3,20,27,23.5,8,1,18,0
East,Diana,Mar,4,122,71,38,47,79.75,Residential,Yes,36.6,28.4,19,11.75,12,6,12,7
North,Bob,Feb,5,71,146,69,115,105.95,Residential,No,21.3,58.4,34.5,28.75,28,14,11,0
West,Charlie,Jan,,32,71,71,48,14.5,Residential,No,9.6,28.4,35.5,12,19,18,18,3
South,Charlie,Mar,3,55,27,69,13,63.05,Corporate,No,16.5,10.8,34.5,3.25,16,9,18,2
North,Bob,Jan,1,65,98,49,101,138.45,Residential,Yes,19.5,39.2,24.5,25.25,18,23,19,3
East,Bob,Mar,AK-AK,144,58,85,3,198.65,Residential,Yes,43.2,23.2,42.5,0.75,16,19,1,13
West,Alice,Jan,4,127,142,4,32,15.9,Commercial,No,38.1,56.8,2,8,6,13,2,6
North,Charlie,Jan,5,198,81,46,35,113.55,Corporate,Yes,59.4,32.4,23,8.75,27,3,9,12
West,Eve,Jan,2,140,20,66,19,16.75,Residential,No,42,8,33,4.75,0,24,4,13
East,Bob,Feb,1,175,45,83,14,52.5,Commercial,Yes,52.5,18,41.5,3.5,26,10,11,8
East,Bob,Jan,1,171,102,80,48,128.1,Corporate,Yes,51.3,40.8,40,12,19,2,6,8
West,Diana,Jan,5,122,132,30,86,84.9,Residential,No,36.6,52.8,15,21.5,28,22,8,9
North,Eve,Jan,2,53,65,93,81,45.65,Residential,Yes,15.9,26,46.5,20.25,13,16,1,0
South,Eve,Mar,3,137,90,56,68,125.1,Residential,Yes,41.1,36,28,17,16,6,9,14
East,Bob,Jan,3,117,122,76,45,175.15,Corporate,Yes,35.1,48.8,38,11.25,12,10,5,9
North,Alice,Mar,5,,999999,69,104,,Residential,Yes,,399999.6,34.5,26,28,17,11,0
North,Diana,Jan,4,26,53,38,19,131.75,Residential,Yes,7.8,21.2,19,4.75,1,13,5,8
South,Eve,Jan,4,68,6,65,64,-0.7,Commercial,Yes,20.4,2.4,32.5,16,26,13,2,3
East,Bob,Feb,1,147,124,27,101,143.45,Commercial,No,44.1,49.6,13.5,25.25,13,5,9,11
East,Eve,Mar,3,108,127,88,66,230.7,Residential,No,32.4,50.8,44,16.5,0,8,8,12
North,Diana,Jan,4,93,90,50,79,28.65,Commercial,Yes,27.9,36,25,19.75,28,21,19,13
North,Diana,Mar,,155,81,41,66,159.9,Residential,No,46.5,32.4,20.5,16.5,4,2,4,2
South,Charlie,Mar,2,54,140,49,75,160.45,Residential,Yes,16.2,56,24.5,18.75,6,16,2,12
South,Bob,Feb,1,117,63,96,45,203.55,Commercial,Yes,35.1,25.2,48,11.25,18,11,4,8
East,Diana,Feb,1,196,16,23,87,116.45,Corporate,No,58.8,6.4,11.5,21.75,13,3,7,4
West,Charlie,Feb,2,71,8,32,74,123,Residential,No,21.3,3.2,16,18.5,23,19,7,11
East,Charlie,Feb,5,68,121,94,67,91.55,Corporate,No,20.4,48.4,47,16.75,13,15,13,5
North,Eve,Feb,1,186,99,33,69,194.15,Commercial,Yes,55.8,39.6,16.5,17.25,14,23,16,0
East,Eve,Feb,3,169,129,28,3,156.05,Residential,Yes,50.7,51.6,14,0.75,4,9,10,0
West,Charlie,Feb,2,147,45,24,38,95.6,Commercial,No,44.1,18,12,9.5,4,6,15,12
South,Eve,Feb,AK-AK,20,127,23,77,115.55,Residential,Yes,6,50.8,11.5,19.25,28,9,5,13
West,Diana,Jan,3,111,11,3,42,6.7,Corporate,No,33.3,4.4,1.5,10.5,20,6,10,6
West,Alice,Mar,2,79,73,39,83,-4.85,Corporate,Yes,23.7,29.2,19.5,20.75,23,22,9,9
West,Diana,Feb,2,132,73,79,40,208.3,Residential,No,39.6,29.2,39.5,10,1,17,8,14
South,Charlie,Feb,4,199,85,87,50,197.7,Residential,Yes,59.7,34,43.5,12.5,17,8,14,7
West,Charlie,Mar,3,184,34,48,35,23.55,Residential,Yes,55.2,13.6,24,8.75,29,21,6,10
West,Diana,Jan,1,43,77,11,24,91.2,Residential,Yes,12.9,30.8,5.5,6,27,17,17,7
West,Eve,Mar,,110,10,19,88,50.5,Residential,No,33,4,9.5,22,23,16,0,13
North,Eve,Mar,4,154,93,49,17,66.15,Residential,No,46.2,37.2,24.5,4.25,8,10,14,12
West,Charlie,Feb,4,113,70,87,40,124.4,Commercial,Yes,33.9,28,43.5,10,26,0,1,6
South,Bob,Mar,1,191,14,97,74,144.9,Residential,No,57.3,5.6,48.5,18.5,27,16,1,12
West,Eve,Mar,1,49,148,61,66,166.9,Corporate,Yes,14.7,59.2,30.5,16.5,9,3,9,10
West,Diana,Feb,1,28,41,56,44,24.8,Corporate,Yes,8.4,16.4,28,11,25,3,19,8
South,Eve,Feb,1,76,81,88,23,90.95,Residential,Yes,22.8,32.4,44,5.75,17,13,14,0
West,Diana,Feb,3,91,81,14,6,134.2,Corporate,Yes,27.3,32.4,7,1.5,3,8,9,1
South,Charlie,Feb,,190,999999,66,66,400105.1,Residential,Yes,57,399999.6,33,16.5,7,12,18,12
West,Eve,Mar,3,73,51,8,21,-22.45,Residential,Yes,21.9,20.4,4,5.25,17,15,12,2
South,Diana,Mar,2,92,114,55,119,203.45,Commercial,No,27.6,45.6,27.5,29.75,19,0,10,12
West,Charlie,Jan,3,56,124,18,35,17.15,Residential,No,16.8,49.6,9,8.75,25,2,1,11
West,Bob,Jan,1,15,14,92,113,16.35,Commercial,No,4.5,5.6,46,28.25,28,18,12,12
North,Diana,Mar,4,25,101,7,29,49.65,Corporate,Yes,7.5,40.4,3.5,7.25,28,7,0,4
North,Bob,Jan,3,155,9,75,7,84.35,Corporate,No,46.5,3.6,37.5,1.75,16,17,4,3
West,Bob,Mar,4,189,81,48,93,213.35,Commercial,No,56.7,32.4,24,23.25,15,5,6,3
West,Alice,Jan,,185,5,16,53,125.75,Commercial,Yes,55.5,2,8,13.25,17,19,12,14
East,Eve,Feb,2,180,135,46,37,207.25,Residential,No,54,54,23,9.25,6,5,12,7
South,Diana,Jan,AK-AK,,71,65,23,,Residential,Yes,,28.4,32.5,5.75,0,4,19,7
East,Bob,Feb,,186,19,96,97,220.65,Commercial,Yes,55.8,7.6,48,24.25,27,11,5,10
North,Alice,Feb,4,122,97,54,8,162.4,Residential,Yes,36.6,38.8,27,2,0,8,19,6
North,Charlie,Feb,3,149,34,28,76,28.3,Residential,Yes,44.7,13.6,14,19,17,8,11,0
North,Diana,Feb,,147,107,55,110,213.9,Residential,No,44.1,42.8,27.5,27.5,3,16,7,9
North,Bob,Jan,1,80,86,31,48,25.9,Commercial,Yes,24,34.4,15.5,12,22,18,8,14
West,Eve,Mar,,119,79,21,10,116.3,Residential,Yes,35.7,31.6,10.5,2.5,19,16,17,3
North,Alice,Feb,1,64,64,49,79,125.05,Commercial,No,19.2,25.6,24.5,19.75,20,21,10,0
West,Bob,Jan,3,138,44,10,117,183.25,Residential,No,41.4,17.6,5,29.25,19,15,19,10
West,Eve,Feb,5,58,78,25,24,45.1,Residential,No,17.4,31.2,12.5,6,3,11,10,13
North,Bob,Jan,2,173,125,37,90,169.9,Residential,Yes,51.9,50,18.5,22.5,24,2,14,4
North,Diana,Jan,3,30,7,97,47,-6.95,Residential,Yes,9,2.8,48.5,11.75,5,13,8,2
South,Diana,Jan,2,46,40,55,106,-1.2,Corporate,No,13.8,16,27.5,26.5,27,16,2,2
East,Diana,Mar,,125,47,98,53,49.55,Residential,Yes,37.5,18.8,49,13.25,2,21,16,3
North,Alice,Jan,5,33,147,60,39,201.45,Residential,Yes,9.9,58.8,30,9.75,5,15,16,1
South,Diana,Jan,4,64,119,7,67,128.05,Commercial,Yes,19.2,47.6,3.5,16.75,12,20,2,6
South,Eve,Mar,3,34,113,18,66,17.9,Residential,Yes,10.2,45.2,9,16.5,22,11,18,11
East,Bob,Mar,5,144,94,19,6,88.8,Residential,Yes,43.2,37.6,9.5,1.5,6,23,8,12
West,Charlie,Jan,2,136,88,34,21,133.25,Residential,Yes,40.8,35.2,17,5.25,23,1,16,3
North,Eve,Mar,3,102,81,98,73,50.25,Corporate,Yes,30.6,32.4,49,18.25,28,7,17,4
East,Eve,Feb,4,103,999999,54,74,400031,Commercial,Yes,30.9,399999.6,27,18.5,3,11,14,11
North,Diana,Feb,2,80,82,22,36,21.8,Residential,Yes,24,32.8,11,9,0,20,0,13
South,Alice,Mar,1,131,95,68,3,54.05,Residential,Yes,39.3,38,34,0.75,5,15,9,1
South,Bob,Mar,1,33,91,86,105,134.55,Residential,No,9.9,36.4,43,26.25,23,7,7,5
West,Alice,Jan,1,20,18,84,88,22.2,Residential,No,6,7.2,42,22,4,15,9,8
South,Bob,Mar,AK-AK,82,108,3,86,37.8,Commercial,Yes,24.6,43.2,1.5,21.5,12,9,1,7
